problem_id,topic
616,Array
616,Hash Table
616,String
616,Trie
616,String Matching
617,Tree
617,Depth-First Search
617,Breadth-First Search
617,Binary Tree
618,Database
619,Database
620,Database
621,Array
621,Hash Table
621,Greedy
621,Sorting
621,Heap (Priority Queue)
621,Counting
860,Array
860,Linked List
860,Design
860,Queue
623,Tree
623,Depth-First Search
623,Breadth-First Search
623,Binary Tree
624,Array
624,Greedy
625,Math
625,Greedy
626,Database
627,Database
628,Array
628,Math
628,Sorting
629,Dynamic Programming
630,Array
630,Greedy
630,Sorting
630,Heap (Priority Queue)
631,Array
631,Hash Table
631,String
631,Graph Theory
631,Design
631,Topological Sort
631,Matrix
632,Array
632,Hash Table
632,Greedy
632,Sliding Window
632,Sorting
632,Heap (Priority Queue)
633,Math
633,Two Pointers
633,Binary Search
634,Math
634,Dynamic Programming
634,Combinatorics
635,Hash Table
635,String
635,Design
635,Ordered Set
636,Array
636,Stack
637,Tree
637,Depth-First Search
637,Breadth-First Search
637,Binary Tree
638,Array
638,Dynamic Programming
638,Backtracking
638,Bit Manipulation
638,Memoization
638,Bitmask
639,String
639,Dynamic Programming
640,Math
640,String
640,Simulation
859,Array
859,Linked List
859,Design
859,Queue
642,String
642,Depth-First Search
642,Design
642,Trie
642,Sorting
642,Heap (Priority Queue)
642,Data Stream
643,Array
643,Sliding Window
644,Array
644,Binary Search
644,Prefix Sum
645,Array
645,Hash Table
645,Bit Manipulation
645,Sorting
646,Array
646,Dynamic Programming
646,Greedy
646,Sorting
647,Two Pointers
647,String
647,Dynamic Programming
648,Array
648,Hash Table
648,String
648,Trie
649,String
649,Greedy
649,Queue
650,Math
650,Dynamic Programming
651,Math
651,Dynamic Programming
652,Hash Table
652,Tree
652,Depth-First Search
652,Binary Tree
653,Hash Table
653,Two Pointers
653,Tree
653,Depth-First Search
653,Breadth-First Search
653,Binary Search Tree
653,Binary Tree
654,Array
654,Divide and Conquer
654,Stack
654,Tree
654,Monotonic Stack
654,Binary Tree
655,Tree
655,Depth-First Search
655,Breadth-First Search
655,Binary Tree
656,Array
656,Dynamic Programming
657,String
657,Simulation
658,Array
658,Two Pointers
658,Binary Search
658,Sliding Window
658,Sorting
658,Heap (Priority Queue)
659,Array
659,Hash Table
659,Greedy
659,Heap (Priority Queue)
660,Math
661,Array
661,Matrix
662,Tree
662,Depth-First Search
662,Breadth-First Search
662,Binary Tree
663,Tree
663,Depth-First Search
663,Binary Tree
664,String
664,Dynamic Programming
665,Array
666,Array
666,Hash Table
666,Tree
666,Depth-First Search
666,Binary Tree
667,Array
667,Math
668,Math
668,Binary Search
669,Tree
669,Depth-First Search
669,Binary Search Tree
669,Binary Tree
670,Math
670,Greedy
671,Tree
671,Depth-First Search
671,Binary Tree
672,Math
672,Bit Manipulation
672,Depth-First Search
672,Breadth-First Search
673,Array
673,Dynamic Programming
673,Binary Indexed Tree
673,Segment Tree
674,Array
675,Array
675,Breadth-First Search
675,Heap (Priority Queue)
675,Matrix
676,Hash Table
676,String
676,Depth-First Search
676,Design
676,Trie
677,Hash Table
677,String
677,Design
677,Trie
678,String
678,Dynamic Programming
678,Stack
678,Greedy
679,Array
679,Math
679,Backtracking
680,Two Pointers
680,String
680,Greedy
681,Hash Table
681,String
681,Backtracking
681,Enumeration
682,Array
682,Stack
682,Simulation
683,Array
683,Binary Indexed Tree
683,Segment Tree
683,Queue
683,Sliding Window
683,Heap (Priority Queue)
683,Ordered Set
683,Monotonic Queue
684,Depth-First Search
684,Breadth-First Search
684,Union-Find
684,Graph Theory
685,Depth-First Search
685,Breadth-First Search
685,Union-Find
685,Graph Theory
686,String
686,String Matching
687,Tree
687,Depth-First Search
687,Binary Tree
688,Dynamic Programming
689,Array
689,Dynamic Programming
689,Sliding Window
689,Prefix Sum
690,Array
690,Hash Table
690,Tree
690,Depth-First Search
690,Breadth-First Search
691,Array
691,Hash Table
691,String
691,Dynamic Programming
691,Backtracking
691,Bit Manipulation
691,Memoization
691,Bitmask
692,Array
692,Hash Table
692,String
692,Trie
692,Sorting
692,Heap (Priority Queue)
692,Bucket Sort
692,Counting
693,Bit Manipulation
694,Array
694,Hash Table
694,Depth-First Search
694,Breadth-First Search
694,Union-Find
694,Sorting
694,Matrix
694,Hash Function
695,Array
695,Depth-First Search
695,Breadth-First Search
695,Union-Find
695,Matrix
696,Two Pointers
696,String
697,Array
697,Hash Table
698,Array
698,Dynamic Programming
698,Backtracking
698,Bit Manipulation
698,Memoization
698,Bitmask
699,Array
699,Segment Tree
699,Ordered Set
783,Tree
783,Binary Search Tree
783,Binary Tree
784,Tree
784,Binary Search Tree
784,Binary Tree
786,Array
786,Binary Search
786,Interactive
789,Tree
789,Design
789,Binary Search Tree
789,Heap (Priority Queue)
789,Binary Tree
789,Data Stream
792,Array
792,Binary Search
816,Array
816,Hash Table
816,Linked List
816,Design
816,Hash Function
817,Array
817,Hash Table
817,Linked List
817,Design
817,Hash Function
838,Linked List
838,Design
850,Linked List
742,String
894,Array
894,Hash Table
894,Math
894,Binary Search
894,Sorting
894,Randomized
711,Array
711,Hash Table
711,Depth-First Search
711,Breadth-First Search
711,Union-Find
711,Sorting
711,Matrix
711,Hash Function
712,String
712,Dynamic Programming
713,Array
713,Binary Search
713,Sliding Window
713,Prefix Sum
714,Array
714,Dynamic Programming
714,Greedy
715,Design
715,Segment Tree
715,Ordered Set
716,Linked List
716,Stack
716,Design
716,Doubly-Linked List
716,Ordered Set
717,Array
718,Array
718,Binary Search
718,Dynamic Programming
718,Sliding Window
718,Rolling Hash
718,Hash Function
719,Array
719,Two Pointers
719,Binary Search
719,Sorting
720,Array
720,Hash Table
720,String
720,Trie
720,Sorting
721,Array
721,Hash Table
721,String
721,Depth-First Search
721,Breadth-First Search
721,Union-Find
721,Sorting
722,Array
722,String
723,Array
723,Two Pointers
723,Matrix
723,Simulation
724,Array
724,Prefix Sum
725,Linked List
726,Hash Table
726,String
726,Stack
726,Sorting
727,String
727,Dynamic Programming
727,Sliding Window
728,Math
729,Array
729,Binary Search
729,Design
729,Segment Tree
729,Ordered Set
730,String
730,Dynamic Programming
731,Array
731,Binary Search
731,Design
731,Segment Tree
731,Prefix Sum
731,Ordered Set
732,Binary Search
732,Design
732,Segment Tree
732,Prefix Sum
732,Ordered Set
733,Array
733,Depth-First Search
733,Breadth-First Search
733,Matrix
734,Array
734,Hash Table
734,String
735,Array
735,Stack
735,Simulation
736,Hash Table
736,String
736,Stack
736,Recursion
737,Array
737,Hash Table
737,String
737,Depth-First Search
737,Breadth-First Search
737,Union-Find
738,Math
738,Greedy
739,Array
739,Stack
739,Monotonic Stack
740,Array
740,Hash Table
740,Dynamic Programming
741,Array
741,Dynamic Programming
741,Matrix
743,Tree
743,Depth-First Search
743,Breadth-First Search
743,Binary Tree
744,Depth-First Search
744,Breadth-First Search
744,Graph Theory
744,Heap (Priority Queue)
744,Shortest Path
745,Array
745,Binary Search
746,Array
746,Hash Table
746,String
746,Design
746,Trie
747,Array
747,Dynamic Programming
748,Array
748,Sorting
749,Array
749,Hash Table
749,String
750,Array
750,Depth-First Search
750,Breadth-First Search
750,Matrix
750,Simulation
751,Array
751,Math
751,Dynamic Programming
751,Matrix
752,String
752,Bit Manipulation
753,Array
753,Hash Table
753,String
753,Breadth-First Search
754,String
754,Depth-First Search
754,Graph Theory
754,Eulerian Circuit
755,Math
755,Binary Search
756,Array
756,Simulation
757,Hash Table
757,String
757,Backtracking
757,Bit Manipulation
759,Array
759,Greedy
759,Sorting
760,Array
760,Hash Table
760,String
760,Trie
760,String Matching
761,Array
761,Sweep Line
761,Sorting
761,Heap (Priority Queue)
762,Array
762,Hash Table
763,String
763,Divide and Conquer
763,Sorting
767,Math
767,Bit Manipulation
768,Hash Table
768,Two Pointers
768,String
768,Greedy
769,Array
769,Dynamic Programming
770,Greedy
770,Depth-First Search
770,Breadth-First Search
770,Union-Find
770,Graph Theory
777,Array
777,Matrix
778,Hash Table
778,String
778,Greedy
778,Sorting
778,Heap (Priority Queue)
778,Counting
779,Array
779,Stack
779,Greedy
779,Sorting
779,Monotonic Stack
780,Array
780,Stack
780,Greedy
780,Sorting
780,Monotonic Stack
781,Hash Table
781,Math
781,String
781,Stack
781,Recursion
782,Hash Table
782,String
785,Math
785,String
785,Stack
785,Recursion
787,Array
787,Dynamic Programming
787,Backtracking
787,Breadth-First Search
787,Memoization
787,Matrix
788,Array
788,Binary Search
790,Array
790,Math
791,Tree
791,Binary Search Tree
791,Recursion
791,Binary Tree
793,Two Pointers
793,String
794,Array
794,Binary Search
794,Depth-First Search
794,Breadth-First Search
794,Union-Find
794,Heap (Priority Queue)
794,Matrix
795,Math
795,Bit Manipulation
795,Recursion
796,Math
797,Array
797,Hash Table
797,Math
797,Greedy
798,Array
798,Math
798,Bit Manipulation
798,Matrix
799,Tree
799,Depth-First Search
799,Breadth-First Search
799,Binary Search Tree
799,Binary Tree
800,String
800,Backtracking
800,Bit Manipulation
801,Depth-First Search
801,Breadth-First Search
801,Union-Find
801,Graph Theory
802,Array
802,Two Pointers
802,Binary Search
802,Sorting
802,Heap (Priority Queue)
803,Dynamic Programming
803,Depth-First Search
803,Breadth-First Search
803,Graph Theory
803,Heap (Priority Queue)
803,Shortest Path
804,Math
804,Dynamic Programming
805,Array
805,Math
806,Dynamic Programming
807,Hash Table
807,String
807,Sorting
808,Array
808,Hash Table
808,String
808,Binary Search
808,Dynamic Programming
808,Trie
808,Sorting
809,Math
809,Binary Search
810,Array
810,Matrix
811,Array
811,Two Pointers
812,String
812,String Matching
813,Backtracking
813,Depth-First Search
813,Breadth-First Search
813,Graph Theory
814,Array
814,Prefix Sum
815,Dynamic Programming
818,Math
818,String
818,Enumeration
819,Array
819,Dynamic Programming
820,Depth-First Search
820,Breadth-First Search
820,Graph Theory
820,Topological Sort
821,Array
821,Union-Find
821,Matrix
822,Array
822,Hash Table
822,String
823,Array
823,Hash Table
823,Math
823,Dynamic Programming
823,Bit Manipulation
823,Bitmask
824,Array
824,String
825,Array
825,Greedy
825,Matrix
826,Math
826,Dynamic Programming
826,Probability and Statistics
827,Array
827,Two Pointers
827,String
828,Array
828,Math
828,Bit Manipulation
828,Brainteaser
828,Game Theory
829,Array
829,Hash Table
829,String
829,Counting
830,Array
830,Math
830,Geometry
831,Array
831,Dynamic Programming
831,Prefix Sum
832,Tree
832,Depth-First Search
832,Binary Tree
833,Array
833,Hash Table
833,Breadth-First Search
834,String
834,Backtracking
834,Enumeration
835,Array
835,Hash Table
835,Linked List
836,Dynamic Programming
837,Array
837,Hash Table
837,String
837,Counting
839,Array
839,Hash Table
839,String
839,Trie
841,Array
841,Two Pointers
841,String
842,Array
842,Hash Table
843,Array
843,Hash Table
843,Dynamic Programming
843,Sorting
851,String
852,Array
852,Two Pointers
852,Binary Search
852,Sorting
853,Array
853,Two Pointers
853,Binary Search
853,Greedy
853,Sorting
854,Array
854,Depth-First Search
854,Breadth-First Search
854,Union-Find
854,Matrix
855,Hash Table
855,String
855,Dynamic Programming
856,Math
856,Enumeration
857,String
858,String
861,Array
861,Two Pointers
861,Bit Manipulation
861,Matrix
861,Simulation
862,Array
862,Hash Table
862,String
862,Sorting
863,Dynamic Programming
863,Tree
863,Depth-First Search
863,Graph Theory
864,Array
864,Matrix
866,Math
866,Geometry
867,Math
867,Dynamic Programming
867,Sliding Window
867,Probability and Statistics
868,Two Pointers
868,String
868,Dynamic Programming
869,Array
869,Hash Table
869,String
869,Depth-First Search
869,Breadth-First Search
869,Union-Find
870,Array
870,Hash Table
870,Math
870,Matrix
871,Depth-First Search
871,Breadth-First Search
871,Graph Theory
872,String
872,Backtracking
873,Array
873,Math
873,String
873,Interactive
873,Game Theory
874,Two Pointers
874,String
874,Stack
874,Simulation
875,Array
875,Two Pointers
875,Dynamic Programming
875,Enumeration
876,Array
876,Hash Table
876,Greedy
876,Sorting
877,Dynamic Programming
877,Bit Manipulation
877,Breadth-First Search
877,Graph Theory
877,Bitmask
878,Array
878,String
878,Prefix Sum
879,Array
880,Array
880,Segment Tree
880,Sweep Line
880,Ordered Set
881,Array
881,Depth-First Search
881,Graph Theory
881,Topological Sort
882,Array
882,Binary Search
883,Array
883,Stack
883,Sorting
883,Monotonic Stack
884,Hash Table
884,String
884,Breadth-First Search
885,Design
885,Heap (Priority Queue)
885,Ordered Set
886,String
886,Stack
887,Array
887,Greedy
887,Sorting
887,Heap (Priority Queue)
888,Math
888,Geometry
888,Number Theory
889,Hash Table
889,String
890,Array
890,Greedy
891,Array
891,Greedy
891,Bit Manipulation
891,Matrix
892,Array
892,Binary Search
892,Queue
892,Sliding Window
892,Heap (Priority Queue)
892,Prefix Sum
892,Monotonic Queue
893,Hash Table
893,Tree
893,Depth-First Search
893,Breadth-First Search
893,Binary Tree
895,Array
895,Bit Manipulation
895,Breadth-First Search
895,Matrix
896,Hash Table
896,Tree
896,Depth-First Search
896,Breadth-First Search
896,Binary Tree
897,Math
897,Number Theory
898,Array
898,Matrix
898,Simulation
899,Bit Manipulation
900,Hash Table
900,Math
900,Sorting
900,Counting
900,Enumeration
901,Array
901,Two Pointers
901,Greedy
901,Sorting
902,Array
902,Dynamic Programming
902,Greedy
902,Heap (Priority Queue)
904,Tree
904,Depth-First Search
904,Binary Tree
905,Array
905,Hash Table
905,Dynamic Programming
906,Array
906,Hash Table
906,Simulation
907,Array
907,Binary Search
908,Linked List
908,Two Pointers
909,Array
909,Math
909,Dynamic Programming
909,Game Theory
910,Math
910,Binary Search
911,Array
911,Dynamic Programming
916,String
916,Stack
917,Array
917,Two Pointers
917,Greedy
917,Sorting
918,Graph Theory
918,Heap (Priority Queue)
918,Shortest Path
919,Array
919,Math
919,Geometry
919,Matrix
920,Hash Table
920,String
920,Counting
921,Array
921,Matrix
921,Simulation
922,Depth-First Search
922,Breadth-First Search
922,Union-Find
922,Graph Theory
923,Math
923,Binary Search
923,Dynamic Programming
924,Array
924,Hash Table
924,Binary Search
924,Sorting
925,Array
925,Hash Table
925,Divide and Conquer
925,Tree
925,Binary Tree
926,Array
926,Hash Table
926,String
927,Array
927,Math
927,Sorting
928,Array
928,Math
928,Geometry
928,Matrix
929,Array
929,Hash Table
929,String
929,Sorting
930,Dynamic Programming
930,Tree
930,Recursion
930,Memoization
930,Binary Tree
931,Hash Table
931,Stack
931,Design
931,Ordered Set
932,Array
933,Stack
933,Tree
933,Depth-First Search
933,Binary Search Tree
933,Binary Tree
934,Array
934,Dynamic Programming
934,Bit Manipulation
935,Math
935,String
935,Sorting
936,Array
936,Design
936,Counting
936,Iterator
937,Stack
937,Design
937,Monotonic Stack
937,Data Stream
938,Array
938,Math
938,String
938,Binary Search
938,Dynamic Programming
939,String
939,Dynamic Programming
939,Prefix Sum
940,Array
940,Hash Table
940,Sliding Window
941,Array
941,Two Pointers
941,Sorting
942,Math
942,String
942,Enumeration
943,Array
943,Dynamic Programming
943,Stack
943,Monotonic Stack
944,Array
944,Math
945,Array
945,Breadth-First Search
945,Matrix
946,Array
946,Math
946,Greedy
946,Sorting
947,Array
947,Hash Table
947,Binary Search
947,Design
948,Array
948,Divide and Conquer
948,Sorting
948,Heap (Priority Queue)
948,Merge Sort
948,Bucket Sort
948,Radix Sort
948,Counting Sort
949,Math
949,Dynamic Programming
949,Graph Theory
949,Topological Sort
949,Memoization
949,Game Theory
950,Array
950,Hash Table
950,Math
950,Counting
950,Number Theory
951,Array
952,Array
952,Hash Table
952,String
953,Two Pointers
953,String
954,Array
954,Divide and Conquer
954,Dynamic Programming
954,Queue
954,Monotonic Queue
955,Tree
955,Breadth-First Search
955,Design
955,Binary Tree
956,Math
956,Dynamic Programming
956,Combinatorics
957,String
957,Stack
957,Greedy
958,Array
958,Two Pointers
958,Sorting
959,Array
959,Hash Table
959,Two Pointers
959,Sorting
959,Counting
960,Array
960,Hash Table
960,Depth-First Search
960,Breadth-First Search
960,Union-Find
960,Graph Theory
961,Two Pointers
961,String
962,String
962,Dynamic Programming
963,Array
963,Math
964,Array
964,Hash Table
964,Depth-First Search
964,Breadth-First Search
964,Union-Find
964,Graph Theory
965,Array
965,Hash Table
965,String
966,Array
966,Hash Table
966,Sliding Window
966,Prefix Sum
967,Array
967,Dynamic Programming
967,Matrix
968,Array
968,Math
968,Divide and Conquer
969,Design
969,Queue
969,Data Stream
971,Array
971,Depth-First Search
971,Breadth-First Search
971,Matrix
972,Dynamic Programming
973,String
973,Stack
973,Greedy
973,Queue
974,Array
974,String
974,Sorting
975,Tree
975,Depth-First Search
975,Binary Search Tree
975,Binary Tree
976,Array
976,Hash Table
976,Math
976,Geometry
976,Sorting
977,String
977,Dynamic Programming
978,Array
979,Array
979,Two Pointers
979,String
979,Greedy
980,Array
980,String
980,Dynamic Programming
980,Bit Manipulation
980,Bitmask
981,Array
981,String
982,Array
982,Greedy
982,Sorting
982,Counting
983,Array
983,Stack
983,Simulation
984,Hash Table
984,Depth-First Search
984,Union-Find
984,Graph Theory
985,Array
985,Two Pointers
985,Greedy
985,Sorting
986,Array
986,String
986,Backtracking
986,Enumeration
987,Array
987,Queue
987,Sorting
987,Simulation
